ID,Name,Start time,Duration,Place,Address,Tickets link,Description 1,Hashtags,Prices lower,Prices upper,End time
132,Зоря благодатна,2023-02-16 18:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/71606,"Як виглядав український бароковий вертеп кілька століть тому? Мандрівний дерев’яний будиночок-сцена, канонічні лялькові персонажі, сакральні співи, народний гумор та жива музика. Ми вирішили відновити усе це, шоб занурити вас у традиційну святкову атмосферу справжнього українського Різдва! Для цього відшукали давні тексти, записані знаним етнографом Миколою Маркевичем ще на початку XIX ст. І зберегли оригінальну мову,  яка перенесе нас у ті часи, коли на свято Різдва грамотні міщани, дяки, школярі та церковні співаки збирались у дорогу і носили по хатах ляльковий театр під назвою Вертеп. Ця традиція започаткувалася ще у XVII столітті — нехай вона живе й надалі!",#Дитячий театр #Ляльковий спектакль ,60,100,2023-02-16 18:45:00
133,Як нотки пісеньку складали,2023-02-18 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/71607,"У Львівському академічному обласному театрі ляльок відбудеться інтерактивна інклюзивна вистава “Як нотки пісеньку складали” у Львові. Маленькі глядачі потраплять до казкової країни звуків та кольорів. Тут живе мама Ключ Соль разом зі своїми різнокольоровими дітками-нотками. У кожної нотки є свій колір і свій звук. Але вони міцно сплять, а коли прокинуться - заспівають свою пісеньку і подарують свою барву глядачам. Однак без вас, друзі, ноткам не впоратись! Треба їм допомогти: заспівати, потанцювати та пограти усім разом.",,150,150,2023-02-18 11:45:00
134,Як нотки пісеньку складали,2023-02-19 11:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/71611,"У Львівському академічному обласному театрі ляльок відбудеться інтерактивна інклюзивна вистава “Як нотки пісеньку складали” у Львові. Маленькі глядачі потраплять до казкової країни звуків та кольорів. Тут живе мама Ключ Соль разом зі своїми різнокольоровими дітками-нотками. У кожної нотки є свій колір і свій звук. Але вони міцно сплять, а коли прокинуться - заспівають свою пісеньку і подарують свою барву глядачам. Однак без вас, друзі, ноткам не впоратись! Треба їм допомогти: заспівати, потанцювати та пограти усім разом.",,150,150,2023-02-19 11:45:00
135,Коза - Дереза,2023-02-18 12:00:00,60,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/71609,"Запрошуємо до Львівського академічного обласного театру ляльок, де пройде показ лялькової вистави за мотивами народної казки “Коза-дереза” у Львові. Жила-була одна Коза, і все в її житті складалося непогано. Облаштувалася вона у дбайливій родині та з добрим господарем. Тільки характер у нашої героїні був вередливий, примхливий та неуживливий. Одним словом, Коза була справжня ""Дереза"": постійно хитрила, упиралася і погано поводилася зі своїми господарями. А одного разу так просто взяла і пішла від них з дому.",#Дитячий театр #Ляльковий спектакль #Казка ,60,100,2023-02-18 13:00:00
136,Золоторогий олень,2023-02-19 12:00:00,45,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/71993,"У Львівському обласному ляльковому театрі відбудеться вистава ""Золоторогий олень"" у  Львові, за мотивами казки Дмитра Павличка. Золоті роги можуть бути не тільки багатством, а й  великим тягарем. Блукає він по горах і долинах, шукає ліки та розради і зневіри. Хоче знайти зoлoтoрoгий олень щиру дружбу. І таким другом стає для нього хлопець Василько.",#Ляльковий спектакль #Казка ,60,120,2023-02-19 12:45:00
137,Провина,2023-02-22 19:00:00,90,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/72314,"Це історія Сербії часів розвалу Югославії, часів безробіття і матеріальної скрути, розпачу і безвиході. Це історія двох коханців – Гоци (Гордани) і Браци (Броніслава), які намагаються створити власну нову родину і зазнають фіаско. Це історія десятирічного хлопчика, сина Гоци від попереднього шлюбу, який перестав розмовляти з дорослими після самогубства батька. Фізично він не присутній на сцені, але вся дія обертається навколо нього як центрального персонажа. У виставі сакральні проблеми трансформуються в екзистенційну площину. Чи можна побудувати новий світ на уламках старого? Де пролягає межа між мужністю і слабістю людини? І в чому полягає провина усіх і кожного зокрема за те, що діється з нами, суспільством, державою?",,100,100,2023-02-22 20:30:00
138,Про Лицаря Прищака та Принцесу Гарнюню,2023-02-25 12:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/72281,"У королівстві Гарнограді переполох - принцесу Гарнюню вже пора видавати заміж! Що б могло піти не так, якщо принцеса - найгарніша, найрозумніша і найпрацьовитіша дівчина у королівстві? Та навіть казкове життя складається із побутових дрібниць та випадковостей - Блазень забув запросити претендентів на руку Гарнюні, тим часом у королівство завітав мандрівний лицар, який щось приховує під опущеним забралом, а сама принцеса має власний погляд на питання шлюбу…",#Казка ,60,120,2023-02-25 12:50:00
139,Про Лицаря Прищака та Принцесу Гарнюню,2023-02-26 14:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/72290,"У королівстві Гарнограді переполох - принцесу Гарнюню вже пора видавати заміж! Що б могло піти не так, якщо принцеса - найгарніша, найрозумніша і найпрацьовитіша дівчина у королівстві? Та навіть казкове життя складається із побутових дрібниць та випадковостей - Блазень забув запросити претендентів на руку Гарнюні, тим часом у королівство завітав мандрівний лицар, який щось приховує під опущеним забралом, а сама принцеса має власний погляд на питання шлюбу…",#Казка ,60,120,2023-02-26 14:50:00
140,Розмова,2023-02-26 19:00:00,50,Львівський академічний обласний театр ляльок,"м. Львів, пл. Данила Галицького, 1",https://widget.kontramarka.ua/uk/widget193site11741/widget/event/72315,За оповіданням Лесі Українки,,100,100,2023-02-26 19:50:00
141,Арт вечірка з малювання картин кавою,2023-02-12 15:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72390,Арт-вечірка — це майстер-клас з малювання з вином у затишній арт-студії.,,500,500,2023-02-12 16:30:00
142,ПОПЕЛЮШКА,2023-02-25 11:00:00,90,Національний драматичний театр імені Марії Заньковецької,"м. Львів, вул. Лесі Українки, 1",https://widget.kontramarka.ua/uk/widget193site17/widget/event/70235,"У Театрі Заньковецької відбудеться сучасна дитяча вистава “Попелюшка” у Львові, режисерки та композиторки Олесі Галканової-Лань. Це  не зовсім звична історія про дівчинку Попелюшку. Тут вона не покірна добра сирітка, яка отримує винагороду за усі свої поневіряння, а дівчина, що готова боротися за щастя усіма своїми силами. Вона - героїня часу, яка не підкорюється долі і не чекає милості. Навпаки, готова до викликів, а дещо гротескний образ Попелюшки тільки підсилює емоції і на сцені, і у глядацькій залі.",#Казка ,60,180,2023-02-25 12:30:00
143,Цирк на воді Waterland. Таємниці Атлантиди,2023-02-11 16:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72858,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-02-11 18:00:00
144,Цирк на воді Waterland. Таємниці Атлантиди,2023-02-12 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72859,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-02-12 14:00:00
145,Цирк на воді Waterland. Таємниці Атлантиди,2023-02-18 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72861,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-02-18 14:00:00
146,Цирк на воді Waterland. Таємниці Атлантиди,2023-02-19 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72863,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-02-19 14:00:00
147,Цирк на воді Waterland. Таємниці Атлантиди,2023-02-25 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72865,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-02-25 14:00:00
148,Цирк на воді Waterland. Таємниці Атлантиди,2023-02-26 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72867,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-02-26 14:00:00
149,Цирк на воді Waterland. Таємниці Атлантиди,2023-03-04 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72869,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-03-04 14:00:00
150,Цирк на воді Waterland. Таємниці Атлантиди,2023-03-05 12:00:00,120,Львівський Цирк,"вул. Городоцька, 83, Львів",https://widget.kontramarka.ua/uk/widget193site11171/widget/event/72871,"З 11 лютого у Львівському цирку виступатимуть неймовірні артисти «Waterland». Вони привезли до Львова чарівну дитячу виставу «Таємниці Атлантиди», щоб занурити глядачів у таємниці водної стихії, познайомити з русалками та іншими чарівними істотами. Не обійдеться у виставі й без кохання.",,100,400,2023-03-05 14:00:00
151,Майстер клас малювання картин з вином,2023-02-03 18:00:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72380,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,650,650,2023-02-03 20:30:00
152,Майстер клас малювання картин з вином,2023-02-04 17:30:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72381,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,650,650,2023-02-04 20:00:00
153,Майстер клас малювання картин з вином,2023-02-10 18:00:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72385,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,650,650,2023-02-10 20:30:00
154,Майстер клас малювання картин з вином,2023-02-11 17:30:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72388,"Це майстер-клас з малювання картин з вином у затишній арт-студії. Ми навчимо малювати картину за 2,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,650,650,2023-02-11 20:00:00
155,Дитячий майстер клас з малювання картин,2023-02-04 13:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72382,Малювання для дітей,,300,300,2023-02-04 14:30:00
156,Дитячий майстер клас з малювання картин,2023-02-11 13:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72386,Малювання для дітей,,300,300,2023-02-11 14:30:00
157,Майстер-клас з абстрактного живопису FLUID ART,2023-02-04 15:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72378,"Художня майстерня Простір Мрій проводить майстер-клас з малювання стилем FLUID ART з вином у затишній арт-студії. Ми навчимо малювати картину за 1,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,750,750,2023-02-04 16:30:00
158,Майстер-клас з абстрактного живопису FLUID ART,2023-02-08 19:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72384,"Художня майстерня Простір Мрій проводить майстер-клас з малювання стилем FLUID ART з вином у затишній арт-студії. Ми навчимо малювати картину за 1,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,750,750,2023-02-08 20:30:00
159,Майстер-клас з абстрактного живопису FLUID ART,2023-02-11 15:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72387,"Художня майстерня Простір Мрій проводить майстер-клас з малювання стилем FLUID ART з вином у затишній арт-студії. Ми навчимо малювати картину за 1,5 години, навіть якщо ви раніше ніколи не малювали. На нашему маленькому занятті з експрес курсу навчання малювання картини ви зможете не тільки навчитися малювати картину, а ще отримаєте задоволення від самої атмосфери та процессу.",,750,750,2023-02-11 16:30:00
160,Майстер-клас з малювання картин сусальним золотом з вином.,2023-02-05 13:00:00,150,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72383,,,700,700,2023-02-05 15:30:00
161,Дитячий майстер клас з малювання на сумочках (шоперах),2023-02-12 13:00:00,90,Арт-студія Простір Мрій,Арт-студія Простір Мрій,https://widget.kontramarka.ua/uk/widget193site12194/widget/event/72389,Запрошуємо на дитячий майстер клас з малювання на сумочках (шоперах),,500,500,2023-02-12 14:30:00
162,Мандрівка підземеллями середньовічного Львова,2023-02-02 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72337,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-02 10:40:00
163,Мандрівка підземеллями середньовічного Львова,2023-02-03 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72339,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-03 10:40:00
164,Мандрівка підземеллями середньовічного Львова,2023-02-04 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72338,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-04 10:40:00
165,Мандрівка підземеллями середньовічного Львова,2023-02-05 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72340,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-05 10:40:00
166,Мандрівка підземеллями середньовічного Львова,2023-02-06 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72335,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-06 10:40:00
167,Мандрівка підземеллями середньовічного Львова,2023-02-07 19:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72363,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-07 19:40:00
168,Мандрівка підземеллями середньовічного Львова,2023-02-08 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72365,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-08 10:40:00
169,Мандрівка підземеллями середньовічного Львова,2023-02-09 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72471,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-09 10:40:00
170,Мандрівка підземеллями середньовічного Львова,2023-02-10 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/72478,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-10 10:40:00
171,Мандрівка підземеллями середньовічного Львова,2023-02-11 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73114,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-11 10:40:00
172,Мандрівка підземеллями середньовічного Львова,2023-02-12 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73115,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-12 10:40:00
173,Мандрівка підземеллями середньовічного Львова,2023-02-13 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73116,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-13 10:40:00
174,Мандрівка підземеллями середньовічного Львова,2023-02-14 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73124,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-14 10:40:00
175,Мандрівка підземеллями середньовічного Львова,2023-02-15 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73125,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-15 10:40:00
176,Мандрівка підземеллями середньовічного Львова,2023-02-16 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73126,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-16 10:40:00
177,Мандрівка підземеллями середньовічного Львова,2023-02-17 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73127,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-17 10:40:00
178,Мандрівка підземеллями середньовічного Львова,2023-02-18 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73128,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-18 10:40:00
179,Мандрівка підземеллями середньовічного Львова,2023-02-19 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73129,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-19 10:40:00
180,Мандрівка підземеллями середньовічного Львова,2023-02-20 10:00:00,40,Львівський музей історії релігії,"м. Львів, Музейна Площа, 1",https://widget.kontramarka.ua/uk/widget193site11528/widget/event/73130,"Львів - відомий центр історії і культури України, у якому традиційно мешкали представники різних народів та віросповідань. Але не всі знають про старовинні підвали Львова, які закладено тут ще за часів князя Льва Даниловича, коли будувався його княжий двір. Запрошуємо всіх містян та гостей Львова у дивовижну мандрівку підземеллями середньовічного Львову!",,30,500,2023-02-20 10:40:00
